customer_id,first_name,last_name,date_of_birth,gender,join_date,primary_payment,income_bracket,is_active
CUST00336,Scott,Dalton,1993-09-25,M,2024-03-17,Mastercard,Low,0
CUST00337,Veronica,Torres,1987-10-06,M,2021-02-25,Debit,High,1
CUST00338,Christine,Lynch,1989-01-11,M,2019-04-20,Mastercard,Low,1
CUST00339,Jody,Meza,1993-08-04,M,2024-06-07,Debit,Mid,0
CUST00340,Jared,Clark,1989-12-03,M,2022-02-06,Cash,Mid,1
CUST00341,Donna,Moore,1984-07-01,M,2023-06-23,Mastercard,Mid,1
CUST00342,Glenn,Jones,1971-11-04,M,2023-02-23,Mastercard,Low,0
CUST00343,Aaron,Hayes,1982-03-15,M,2019-07-29,Mastercard,Mid,1
CUST00344,Brittney,Carter,1960-05-10,M,2019-07-03,Mastercard,Mid,1
CUST00345,Jesse,Mann,1984-03-08,M,2021-04-27,Mastercard,High,0
CUST00346,Jacqueline,Gibson,1973-03-19,M,2022-11-04,Mastercard,Mid,1
CUST00347,Grace,Bradshaw,1996-12-30,F,2020-07-19,Mastercard,Low,1
CUST00348,Kristin,Weber,2002-06-25,M,2022-05-01,Visa,Low,1
CUST00349,Donna,Peck,1992-01-31,M,2023-07-05,Cash,Mid,0
CUST00350,Ronald,Stephens,1970-03-19,NB,2020-09-07,Mastercard,Low,1
CUST00351,Deborah,Kerr,1986-08-19,F,2020-08-19,Debit,High,1
CUST00352,Margaret,Jones,1983-02-23,M,2023-07-31,Debit,High,1
CUST00353,Gabriel,Parker,1974-02-21,M,2022-10-28,Debit,High,0
CUST00354,Kaitlyn,Carroll,1984-02-20,F,2023-08-30,Debit,High,1
CUST00355,Keith,Martinez,1985-03-03,M,2020-05-10,Mastercard,Mid,1
CUST00356,Haley,Lyons,2000-12-29,F,2022-04-07,Mastercard,High,1
CUST00357,Sherri,Mason,1990-04-04,F,2022-12-07,Cash,Mid,1
CUST00358,Troy,Miller,1989-11-06,M,2019-12-07,Visa,High,1
CUST00359,Bill,Reynolds,1987-10-01,M,2024-05-31,Debit,Low,1
CUST00360,Marcus,Wright,1977-10-30,M,2021-07-01,Mastercard,Mid,1
CUST00361,Christopher,Hayden,1960-03-15,M,2021-09-15,Mastercard,High,1
CUST00362,Mary,Johnston,1970-09-17,M,2020-12-14,Mastercard,Low,1
CUST00363,Stephanie,Key,1997-04-23,M,2023-01-18,Debit,Mid,1
CUST00364,Emily,Adams,1988-10-11,F,2022-08-20,Mastercard,High,1
CUST00365,Billy,Avila,1972-05-14,NB,2020-11-08,Visa,Low,1
CUST00366,Thomas,Pearson,1996-10-08,F,2021-03-21,Mastercard,Low,1
CUST00367,Sabrina,White,1977-04-09,F,2020-02-26,Mastercard,High,1
CUST00368,Brenda,Walters,1974-10-10,M,2021-01-19,Mastercard,Mid,0
CUST00369,Travis,Davis,1986-02-12,M,2022-05-07,Mastercard,Low,1
CUST00370,Michael,Cook,1973-06-24,F,2023-07-25,Debit,High,1
CUST00371,Elizabeth,Hodge,1986-02-05,M,2019-08-30,Mastercard,Mid,1
CUST00372,Mark,Steele,1970-05-15,M,2022-03-23,Mastercard,Mid,1
CUST00373,Keith,Landry,1973-07-17,M,2022-02-10,Mastercard,Low,0
CUST00374,Lisa,Pierce,1990-03-18,M,2024-05-03,Mastercard,High,0
CUST00375,Shawn,Edwards,2002-05-29,M,2021-04-17,Debit,High,1
CUST00376,Marcus,Cordova,1960-10-08,M,2023-06-18,Debit,Mid,1
CUST00377,Richard,Robertson,1999-01-11,F,2022-03-04,Debit,Mid,1
CUST00378,Vanessa,Sandoval,1990-11-30,M,2022-01-15,Debit,High,1
CUST00379,Amy,Gutierrez,1967-03-10,F,2023-02-16,Debit,Mid,0
CUST00380,Jacob,Cox,1989-04-10,M,2023-11-01,Debit,High,1
CUST00381,Katherine,Garrett,1989-06-16,F,2023-10-30,Debit,Low,1
CUST00382,Kathleen,Harris,1976-07-26,M,2023-07-08,Mastercard,Mid,1
CUST00383,Andrea,Pennington,1984-04-03,NB,2020-08-15,Visa,Mid,0
CUST00384,Samuel,Wolfe,1970-03-01,M,2024-05-25,Debit,Low,1
CUST00385,David,Dudley,1969-11-27,M,2020-05-26,Mastercard,Low,0
CUST00386,Chelsea,Allen,1970-10-03,F,2022-03-28,Visa,Mid,1
CUST00387,Eric,Pierce,1966-05-09,M,2021-04-05,Visa,High,1
CUST00388,Andrea,Davis,1987-05-13,F,2022-04-06,Mastercard,High,1
CUST00389,Victoria,Durham,1990-02-20,F,2023-10-08,Mastercard,Low,1
CUST00390,Steven,Wilson,1982-02-03,M,2020-10-23,Debit,Mid,1
CUST00391,Marilyn,Jimenez,1988-11-02,M,2024-01-06,Debit,Low,1
CUST00392,Jennifer,Hicks,1969-02-23,M,2024-03-18,Cash,Low,0
CUST00393,Joshua,Davenport,1969-11-01,M,2023-12-12,Visa,High,1
CUST00394,Tina,Sanchez,1980-06-18,F,2019-06-18,Mastercard,Low,1
CUST00395,Andrea,Reyes,1979-01-03,F,2021-05-29,Debit,Low,1
CUST00396,Sandra,Romero,1978-04-17,M,2021-11-29,Debit,Mid,1
CUST00397,Natasha,Shields,1995-11-21,M,2022-11-22,Mastercard,Mid,1
CUST00398,Joshua,Tyler,1986-02-10,M,2021-01-22,Cash,High,1
CUST00399,Robert,Villa,1970-10-26,M,2019-05-21,Visa,Mid,1
CUST00400,William,Hoover,1971-08-01,F,2024-02-27,Mastercard,High,1
CUST00401,Justin,Evans,1969-01-18,M,2022-04-22,Debit,Mid,1
CUST00402,Brenda,Duarte,1965-07-23,F,2020-05-23,Visa,Mid,1
CUST00403,Tracy,Hernandez,1985-01-23,F,2020-02-25,Visa,High,1
CUST00404,Amanda,Reed,1979-06-22,M,2021-10-10,Mastercard,Mid,1
CUST00405,Andrea,Daniels,1959-01-31,M,2021-01-09,Cash,High,1
CUST00406,Stanley,Morris,1973-07-02,NB,2023-04-12,Visa,Low,1
CUST00407,Jacob,Terry,1977-05-10,NB,2019-03-23,Cash,Mid,1
CUST00408,Ashley,Hall,1995-04-09,M,2021-05-17,Debit,Mid,1
CUST00409,Kimberly,Williams,1985-10-21,M,2019-06-11,Visa,High,1
CUST00410,Julie,Thornton,1963-12-07,F,2020-09-27,Debit,High,1
CUST00411,Lisa,Hughes,1996-12-24,F,2019-08-26,Visa,Mid,1
CUST00412,Elizabeth,Hoover,1968-09-18,F,2019-01-26,Debit,Low,0
CUST00413,Tina,Simpson,1981-04-05,F,2019-12-08,Mastercard,High,1
CUST00414,Benjamin,Shaw,1960-08-19,M,2020-11-17,Debit,Low,1
CUST00415,Brittany,Kane,1964-11-30,M,2021-10-13,Visa,Mid,1
CUST00416,Morgan,Alexander,1980-11-20,F,2023-05-03,Mastercard,High,1
CUST00417,Alicia,Bryant,1961-12-14,M,2023-10-25,Cash,Mid,1
CUST00418,Jennifer,Ortiz,1961-03-04,F,2022-02-06,Debit,Mid,1
CUST00419,Diana,Moore,1986-09-14,F,2020-07-09,Debit,Low,1
CUST00420,Terrance,Costa,1978-01-09,M,2023-07-06,Visa,Mid,0
CUST00421,Matthew,Schwartz,1985-11-15,M,2020-11-01,Mastercard,Mid,1
CUST00422,Debra,Christian,1979-10-06,NB,2021-08-08,Mastercard,High,1
CUST00423,Melissa,Villarreal,1979-12-29,M,2019-11-05,Mastercard,Low,1
CUST00424,Norman,Stewart,1958-11-11,F,2024-05-01,Mastercard,Mid,1
CUST00425,Jennifer,Malone,1976-05-29,M,2021-12-21,Gift Card,High,0
CUST00426,Monique,Johnson,1983-02-08,M,2019-07-10,Mastercard,High,1
CUST00427,Casey,Welch,1999-02-17,F,2024-06-18,Debit,Mid,1
CUST00428,Samantha,Bright,1963-08-03,M,2021-06-09,Debit,Mid,0
CUST00429,Julie,Hamilton,1993-04-03,M,2022-12-06,Debit,Mid,1
CUST00430,Corey,Schultz,1970-03-19,M,2023-05-17,Debit,Low,1
CUST00431,Monique,Wallace,1968-10-31,F,2022-01-02,Mastercard,Mid,1
CUST00432,Heather,Berger,1966-02-10,M,2019-11-19,Debit,High,1
CUST00433,Brandon,Flynn,1987-05-30,M,2019-10-31,Mastercard,Mid,1
CUST00434,Kelly,Brooks,1981-05-05,M,2023-08-07,Gift Card,Mid,1
CUST00435,Dustin,Schmidt,1980-06-01,F,2019-07-13,Visa,Low,1
CUST00436,Ashlee,Sparks,1977-12-10,M,2019-09-25,Mastercard,Mid,0
CUST00437,George,Miller,1981-03-22,M,2024-02-22,Debit,Low,0
CUST00438,Monica,Harvey,1969-07-22,F,2019-07-08,Cash,Mid,1
CUST00439,John,Durham,1973-01-26,F,2024-03-07,Visa,Mid,1
CUST00440,Douglas,Murray,1973-07-03,M,2020-12-25,Mastercard,Mid,0
CUST00441,Jonathan,Scott,1980-01-19,M,2022-08-18,Mastercard,Mid,1
CUST00442,Albert,Ballard,1970-04-24,F,2021-05-08,Mastercard,Mid,1
CUST00443,Rachel,Byrd,1959-10-02,M,2021-02-22,Debit,Mid,1
CUST00444,Eric,Alexander,1986-11-08,M,2021-03-06,Mastercard,Mid,1
CUST00445,Michael,Matthews,1983-03-16,F,2019-04-30,Debit,Mid,1
CUST00446,Danielle,Coleman,1972-04-27,M,2019-07-25,Mastercard,Mid,1
CUST00447,John,Bruce,1977-09-07,F,2022-03-25,Debit,Mid,0
CUST00448,James,Cruz,1973-10-19,F,2020-04-29,Visa,Mid,0
CUST00449,Timothy,Young,1989-07-20,M,2024-04-24,Visa,High,0
CUST00450,Ashley,Andrews,2002-02-28,F,2022-01-15,Mastercard,Low,1
CUST00451,Victoria,Phillips,2000-11-18,F,2019-01-02,Mastercard,High,1
CUST00452,Tiffany,Barrett,1987-01-12,F,2019-05-02,Mastercard,High,1
CUST00453,Joshua,Knight,1990-09-26,F,2024-05-21,Mastercard,Mid,1
CUST00454,Gina,Garner,1986-12-11,F,2019-10-07,Gift Card,Mid,1
CUST00455,Brandon,Obrien,1986-06-19,F,2019-12-23,Debit,High,1
CUST00456,Tyler,Strong,1973-09-24,F,2021-02-13,Mastercard,Low,1
CUST00457,Justin,Lindsey,1993-02-17,NB,2023-10-09,Gift Card,Low,1
CUST00458,Catherine,Gomez,1977-10-26,F,2022-08-02,Visa,Low,1
CUST00459,Dana,Oliver,1986-08-31,NB,2019-12-10,Visa,High,1
CUST00460,Erica,Le,1988-02-14,M,2021-07-03,Mastercard,Mid,1
CUST00461,Donna,Massey,1958-02-11,F,2019-04-09,Mastercard,High,0
CUST00462,Courtney,Berger,1991-12-23,M,2020-12-20,Visa,Mid,0
CUST00463,Debbie,Parker,1978-03-28,F,2019-11-30,Visa,Low,1
CUST00464,Scott,Riley,1967-05-25,F,2019-06-01,Mastercard,Low,1
CUST00465,Jessica,Davis,1966-05-09,F,2020-11-23,Visa,Mid,1
CUST00466,Kenneth,Burgess,1972-10-20,M,2022-05-28,Cash,Low,1
CUST00467,Gregory,Anderson,1981-10-19,M,2022-09-14,Mastercard,Low,1
CUST00468,Amber,Mata,1971-10-12,M,2019-04-22,Mastercard,Mid,1
CUST00469,Alyssa,Mcintyre,1975-11-30,M,2019-07-18,Mastercard,Mid,1
CUST00470,Maria,Scott,1985-08-31,F,2023-05-27,Mastercard,Mid,1
CUST00471,Makayla,Olson,1974-08-03,M,2021-01-29,Cash,Mid,1
CUST00472,Lindsay,Francis,1978-04-19,M,2023-09-11,Mastercard,High,1
CUST00473,Matthew,Wilson,1988-11-04,NB,2023-07-14,Visa,Mid,1
CUST00474,Sydney,Taylor,1995-07-23,F,2024-05-31,Visa,Mid,0
CUST00475,Tammy,Dalton,1965-01-31,F,2021-03-19,Cash,Mid,0
CUST00476,Jennifer,Whitney,1971-03-25,M,2019-09-04,Cash,High,1
CUST00477,Tammy,Ballard,1975-04-17,M,2019-09-16,Mastercard,Mid,1
CUST00478,Michael,Gibbs,1971-04-08,M,2023-09-05,Visa,High,1
CUST00479,Alexander,Herrera,1993-08-25,M,2022-02-04,Mastercard,Mid,0
CUST00480,Shawn,Chambers,1995-08-24,M,2019-08-19,Mastercard,Mid,1
CUST00481,Emily,Richards,1967-06-24,F,2022-02-26,Debit,High,0
CUST00482,Lynn,Bentley,1981-09-12,F,2021-02-23,Debit,Mid,1
CUST00483,Daniel,Hall,1994-01-15,F,2019-03-21,Mastercard,Mid,1
CUST00484,Angel,Henson,1982-02-04,M,2024-01-12,Mastercard,High,1
CUST00485,Anna,Herman,1966-10-24,M,2024-06-14,Cash,High,1
CUST00486,Jeffrey,Brown,1982-03-04,F,2023-02-01,Mastercard,Low,1
CUST00487,Madison,Blankenship,2001-06-18,M,2023-04-05,Visa,Low,1
CUST00488,Kevin,Ortiz,1994-03-11,F,2019-10-05,Debit,Mid,1
CUST00489,Donald,Shah,1976-01-04,M,2023-09-11,Mastercard,Low,1
CUST00490,Kevin,Vasquez,1991-01-18,M,2023-08-14,Visa,High,1
CUST00491,Colton,Clay,2001-11-07,NB,2022-05-01,Mastercard,Mid,1
CUST00492,Derek,Chavez,1981-03-16,M,2023-03-14,Debit,Low,1
CUST00493,Ellen,Paul,1977-03-24,M,2023-10-22,Mastercard,Low,1
CUST00494,Sonya,Barnes,1958-10-19,F,2021-08-28,Cash,Mid,1
CUST00495,Julia,Moore,1985-05-28,F,2022-12-30,Gift Card,Mid,1
CUST00496,Robert,Garcia,1980-08-10,F,2020-03-22,Visa,High,1
CUST00497,Tracy,Russell,1991-07-29,F,2022-02-23,Visa,Mid,1
CUST00498,Stephanie,Johnson,1982-10-21,M,2022-08-04,Mastercard,Mid,0
CUST00499,Mitchell,Ramos,1974-11-25,M,2019-11-04,Visa,Low,0
CUST00500,Stephanie,Foley,1994-04-03,M,2022-09-14,Mastercard,Low,1
CUST00501,Cory,Jennings,1995-07-21,M,2021-04-08,Mastercard,High,1
CUST00502,Amy,Levine,1977-12-13,F,2022-11-06,Visa,High,1
CUST00503,Michael,Sanders,1973-04-02,F,2023-09-18,Debit,Mid,1
CUST00504,James,Martinez,1974-06-04,M,2024-04-23,Debit,Low,1
CUST00505,Melanie,Gibson,1985-07-20,M,2021-05-11,Debit,Mid,1
CUST00506,Elizabeth,May,2000-03-19,F,2019-04-20,Cash,High,1
CUST00507,Carla,Smith,2002-11-25,M,2019-09-03,Cash,Mid,1
CUST00508,Kristin,Sanchez,1970-04-29,NB,2020-02-15,Mastercard,High,0
CUST00509,David,Cunningham,1974-03-07,M,2023-05-15,Mastercard,High,1
CUST00510,Casey,Hubbard,1998-07-22,F,2020-07-14,Mastercard,Mid,1
CUST00511,Jamie,Robinson,1965-11-24,F,2019-09-23,Visa,Mid,0
CUST00512,Molly,Murphy,1961-05-21,M,2021-12-29,Mastercard,Low,1
CUST00513,Dylan,Lester,1975-02-05,F,2019-02-06,Debit,Low,1
CUST00514,Aaron,Garrison,1969-07-26,F,2019-07-30,Mastercard,Low,0
CUST00515,Duane,Anderson,1984-02-03,F,2021-07-22,Debit,Mid,0
CUST00516,John,Thompson,1988-09-30,F,2024-01-21,Visa,Low,0
CUST00517,Donna,Johnson,1959-09-19,NB,2020-04-12,Mastercard,Low,1
CUST00518,Alexis,Tyler,1969-01-18,F,2021-01-20,Debit,Mid,1
CUST00519,John,Morris,1962-05-12,F,2022-05-01,Gift Card,Mid,1
CUST00520,Grant,Williams,1995-05-23,F,2021-06-28,Mastercard,Mid,1
CUST00521,Judy,Fox,1958-11-01,M,2020-09-08,Mastercard,Mid,1
CUST00522,Julie,Alvarez,1995-07-30,F,2023-08-29,Cash,Mid,1
CUST00523,Kimberly,Palmer,2002-08-27,F,2020-02-11,Visa,High,0
CUST00524,Daniel,Gordon,1994-10-05,F,2020-08-27,Mastercard,High,1
CUST00525,Sonia,Williams,1979-01-15,M,2019-01-06,Mastercard,Low,1
CUST00526,Krista,Camacho,1966-01-30,F,2023-05-16,Visa,Low,1
CUST00527,Adrienne,Ellis,1984-07-23,M,2020-06-24,Visa,Low,1
CUST00528,Tamara,Brown,1986-01-20,M,2021-05-22,Debit,High,1
CUST00529,Timothy,Morales,1973-04-19,M,2020-11-04,Mastercard,Mid,0
CUST00530,Gina,Henry,1988-09-30,M,2020-01-10,Mastercard,Mid,0
CUST00531,Renee,Jones,2000-11-27,F,2023-06-27,Mastercard,Low,1
CUST00532,Christopher,Franklin,1972-04-20,F,2019-08-01,Mastercard,High,1
CUST00533,Cameron,Hill,1992-01-26,M,2023-05-15,Mastercard,Mid,0
CUST00534,Cynthia,Kelley,1969-09-21,M,2021-09-16,Cash,Mid,1
CUST00535,Mark,Vang,1986-03-11,F,2019-01-26,Debit,High,1
CUST00536,Alyssa,Chavez,1988-05-08,F,2021-11-29,Visa,Low,1
CUST00537,Catherine,Garcia,1989-01-07,M,2022-09-21,Debit,High,1
CUST00538,Jacqueline,Farrell,1962-11-24,M,2019-01-24,Visa,High,0
CUST00539,Debra,Mack,1964-09-19,M,2023-03-19,Visa,High,1
CUST00540,Jennifer,Lewis,1991-12-21,M,2021-04-05,Debit,Mid,1
CUST00541,Shannon,Perez,2002-09-20,NB,2021-07-04,Mastercard,High,1
CUST00542,Matthew,Chavez,1961-03-20,F,2022-02-15,Visa,High,0
CUST00543,Robert,Davis,1976-07-23,NB,2022-09-02,Debit,Mid,1
CUST00544,Ronald,Ortega,1998-10-09,F,2020-11-10,Visa,Mid,1
CUST00545,Nicholas,Hernandez,1968-03-25,M,2019-07-19,Debit,Mid,0
CUST00546,Sandra,Jones,1984-03-12,F,2022-01-26,Visa,Low,1
CUST00547,Marie,Davis,1994-09-18,M,2019-08-08,Mastercard,Low,0
CUST00548,Colin,Rodgers,1975-02-05,F,2023-01-07,Mastercard,Low,1
CUST00549,Lisa,Hawkins,1969-01-20,M,2023-05-01,Cash,Mid,1
CUST00550,Brenda,Hoffman,1958-05-23,F,2021-12-22,Debit,Mid,1
CUST00551,Mark,Martinez,1973-11-24,F,2022-11-17,Visa,Low,1
CUST00552,Michael,Ortega,1986-11-16,M,2021-10-29,Cash,Mid,1
CUST00553,Karen,Parrish,1993-09-11,M,2024-05-27,Mastercard,High,1
CUST00554,Jennifer,Schmitt,1984-10-25,F,2023-09-23,Debit,High,0
CUST00555,Caroline,Bell,1976-01-09,M,2020-03-05,Visa,Mid,1
CUST00556,Becky,Lewis,1973-12-14,F,2021-10-28,Visa,High,1
CUST00557,Diane,Walker,1995-06-15,F,2022-10-12,Debit,Mid,0
CUST00558,Daniel,Bruce,1967-07-21,M,2019-02-21,Mastercard,Low,1
CUST00559,Michael,Farmer,1983-09-18,F,2022-10-31,Mastercard,Mid,1
CUST00560,Audrey,Aguirre,1960-11-24,M,2021-01-04,Debit,High,1
CUST00561,Megan,Villegas,1992-11-21,F,2020-05-01,Visa,Mid,1
CUST00562,Loretta,Austin,1992-03-26,F,2021-03-04,Mastercard,Mid,0
CUST00563,Dawn,Johnson,1980-07-19,F,2020-02-20,Visa,High,0
CUST00564,Sarah,Gallegos,1990-12-29,F,2023-03-27,Visa,Low,1
CUST00565,Joseph,White,1998-04-07,M,2019-12-30,Gift Card,High,1
CUST00566,Jacqueline,Parker,1961-08-24,M,2021-05-27,Mastercard,Low,0
CUST00567,Matthew,Smith,1999-11-02,M,2022-12-24,Cash,High,1
CUST00568,Molly,Knight,1985-01-07,F,2021-10-01,Debit,Low,1
CUST00569,Richard,Thomas,1974-07-01,F,2021-12-02,Mastercard,Mid,1
CUST00570,Cynthia,Johnson,1977-11-05,M,2023-12-15,Mastercard,Mid,1
CUST00571,Julie,Lewis,2000-08-08,NB,2022-02-23,Debit,Low,1
CUST00572,Robert,Peterson,1979-11-16,F,2024-05-17,Mastercard,Mid,1
CUST00573,Mitchell,Griffith,1981-01-07,M,2022-01-11,Debit,Mid,1
CUST00574,Kimberly,Bradley,1997-12-22,F,2021-09-23,Mastercard,Low,1
CUST00575,Christopher,Williams,1973-01-07,F,2024-06-12,Gift Card,Low,1
CUST00576,Eric,Williamson,1977-02-15,F,2023-11-07,Debit,Low,0
CUST00577,Emily,Nelson,1997-01-17,M,2022-08-17,Debit,Mid,1
CUST00578,Ebony,Tucker,1961-05-26,M,2019-06-29,Mastercard,Mid,1
CUST00579,Scott,Nelson,1981-03-16,F,2021-04-14,Mastercard,Mid,1
CUST00580,Kari,Wilson,1958-07-13,M,2022-08-06,Debit,High,1
CUST00581,Russell,Campbell,1990-02-03,M,2024-03-15,Visa,Mid,1
CUST00582,Erika,Tucker,1997-04-07,F,2021-02-20,Mastercard,Mid,1
CUST00583,Elizabeth,Williams,1993-01-29,F,2023-06-20,Debit,High,1
CUST00584,Randall,Greene,1991-06-23,F,2024-05-14,Cash,Mid,1
CUST00585,Adrian,Turner,1993-05-10,M,2022-01-05,Visa,Low,1
CUST00586,Jason,Taylor,1976-12-30,F,2021-04-25,Cash,Low,1
CUST00587,Jonathan,Murphy,1980-09-03,F,2020-02-02,Mastercard,Mid,1
CUST00588,Adrian,Burgess,1999-05-20,M,2022-08-13,Visa,Low,1
CUST00589,Gregory,James,2001-09-16,M,2024-05-02,Mastercard,Mid,1
CUST00590,Jane,Mason,1975-05-12,M,2020-10-12,Visa,Mid,1
CUST00591,Martha,Drake,1990-09-13,M,2023-07-13,Mastercard,Low,1
CUST00592,Charles,Hensley,1997-02-15,M,2020-07-20,Debit,High,0
CUST00593,Bobby,Smith,1990-03-09,F,2023-05-06,Mastercard,Low,1
CUST00594,Samantha,Atkins,1970-07-24,M,2023-12-31,Visa,High,1
CUST00595,Barbara,Berry,1959-09-03,M,2023-10-06,Visa,Mid,1
CUST00596,Jenna,Butler,1961-04-16,F,2022-02-03,Mastercard,Mid,1
CUST00597,Darius,Smith,1993-03-19,F,2020-04-02,Cash,High,1
CUST00598,Mark,Solis,1966-02-15,M,2021-03-23,Mastercard,Low,0
CUST00599,Christine,Collier,1972-11-17,M,2023-03-31,Visa,Low,0
CUST00600,Samantha,Davis,1971-02-12,F,2023-02-16,Debit,Low,1
CUST00601,Megan,Sanchez,1981-09-19,F,2021-01-26,Mastercard,Mid,1
CUST00602,Brianna,Warren,1998-10-15,NB,2023-12-11,Mastercard,Mid,1
CUST00603,Randy,Collins,1982-07-15,F,2023-09-06,Debit,Mid,1
CUST00604,Matthew,Cook,1964-12-25,NB,2021-11-24,Mastercard,Low,1
CUST00605,Gary,Dixon,1988-12-15,F,2021-09-24,Debit,Low,0
CUST00606,Daniel,Hicks,1978-08-20,M,2019-06-07,Visa,Low,1
CUST00607,Rebecca,Bailey,1968-08-13,F,2022-09-15,Mastercard,High,1
CUST00608,Jessica,Fuentes,1976-11-26,F,2022-04-24,Mastercard,Low,1
CUST00609,Lisa,Young,1972-06-15,M,2019-10-03,Visa,Mid,1
CUST00610,Dwayne,Gonzalez,1974-02-25,F,2021-11-24,Gift Card,Mid,1
CUST00611,Carrie,Wolf,1983-06-07,M,2024-04-23,Mastercard,High,0
CUST00612,Diana,Thompson,1994-11-08,F,2022-05-15,Mastercard,High,1
CUST00613,Kendra,Snyder,1973-01-17,F,2023-01-23,Debit,Mid,1
CUST00614,Karen,Wolf,1969-11-11,F,2019-08-11,Mastercard,High,1
CUST00615,Shane,Glass,1966-08-22,F,2019-12-30,Visa,Low,1
CUST00616,Anne,Reid,1968-07-17,M,2019-07-10,Visa,Mid,0
CUST00617,Claudia,Lin,1996-09-17,F,2021-12-05,Mastercard,Mid,1
CUST00618,Courtney,Hernandez,2001-04-03,M,2023-06-06,Debit,High,0
CUST00619,Carlos,Ramos,1966-10-07,F,2021-05-21,Mastercard,Low,0
CUST00620,Kevin,Hill,1994-08-30,F,2020-06-11,Mastercard,High,1
CUST00621,Brian,Romero,1958-08-24,F,2021-02-07,Debit,Mid,1
CUST00622,Lance,Hayes,1980-10-03,M,2020-06-19,Cash,Mid,1
CUST00623,Brian,Decker,1976-04-10,F,2021-04-26,Visa,Low,1
CUST00624,Chase,Lin,1985-07-06,F,2022-03-29,Mastercard,High,0
CUST00625,Melissa,Gilbert,1978-08-13,NB,2021-07-03,Debit,Low,1
CUST00626,William,Ford,1962-09-02,F,2019-11-26,Mastercard,High,0
CUST00627,Angela,Conner,1997-01-22,M,2019-06-30,Mastercard,Low,1
CUST00628,Paula,Cole,1993-12-11,M,2022-06-11,Debit,High,1
CUST00629,Lisa,Pearson,1973-09-22,M,2022-08-04,Visa,High,0
CUST00630,Marc,Alvarez,1975-06-22,F,2019-03-10,Debit,Mid,1
CUST00631,Edward,Brown,1990-04-10,NB,2020-05-04,Debit,Low,1
CUST00632,Dale,Nolan,1993-06-14,F,2021-04-10,Visa,High,1
CUST00633,Matthew,Klein,1983-07-11,F,2023-01-27,Debit,Mid,0
CUST00634,William,Thompson,1975-06-15,F,2021-07-20,Cash,Mid,1
CUST00635,John,Kim,1964-06-29,NB,2021-10-27,Mastercard,High,0
CUST00636,Scott,Mills,1980-06-10,M,2022-11-22,Mastercard,Mid,1
CUST00637,Erik,Watson,1999-03-02,F,2022-10-27,Visa,Low,1
CUST00638,Justin,Ortiz,1977-10-09,F,2022-10-18,Debit,Mid,1
CUST00639,Matthew,Harper,1981-08-17,M,2020-05-23,Mastercard,High,1
CUST00640,Kristina,Holland,1974-01-05,M,2021-09-02,Mastercard,Mid,1
CUST00641,Cameron,Davis,1975-01-23,M,2021-10-18,Debit,Low,1
CUST00642,Erika,Mitchell,1980-05-27,M,2023-09-09,Visa,Low,0
CUST00643,Jennifer,Douglas,2002-03-14,F,2022-06-11,Mastercard,High,0
CUST00644,Rebecca,Marks,1986-04-19,F,2021-10-05,Cash,Mid,1
CUST00645,Mathew,Aguilar,1983-02-22,F,2021-03-25,Mastercard,Low,1
CUST00646,Donald,Bailey,1960-12-03,F,2021-10-26,Mastercard,High,1
CUST00647,Tammy,Hale,1999-04-11,M,2020-10-08,Debit,Low,1
CUST00648,Philip,Larson,1981-04-19,M,2020-01-19,Visa,Mid,1
CUST00649,Sharon,Collins,2002-09-30,F,2021-05-18,Mastercard,Mid,0
CUST00650,Nicholas,Conner,1974-02-20,F,2022-03-16,Mastercard,Low,1
CUST00651,Lisa,Santiago,1979-02-26,M,2022-02-11,Mastercard,Low,0
CUST00652,Maria,Rodgers,1958-11-16,M,2019-12-28,Mastercard,High,1
CUST00653,Gina,Fox,1986-04-29,M,2023-05-28,Visa,High,1
CUST00654,Debbie,Henderson,1972-08-27,M,2019-05-03,Mastercard,High,1
CUST00655,Michael,Cox,1981-04-22,F,2021-01-09,Mastercard,High,1
CUST00656,Henry,Lewis,1989-07-01,F,2023-11-12,Debit,Mid,1
CUST00657,Stacey,Tucker,1983-07-15,F,2020-12-28,Mastercard,High,1
CUST00658,Jeremy,Taylor,1983-09-15,M,2021-08-07,Visa,Low,1
CUST00659,Chris,Richard,1994-04-25,M,2023-10-05,Cash,Mid,1
CUST00660,Craig,Wise,1981-12-30,M,2022-05-24,Visa,Mid,0
CUST00661,Mary,Stephenson,1998-05-26,F,2021-04-27,Mastercard,Low,1
CUST00662,Benjamin,Rogers,1965-03-08,M,2020-03-07,Mastercard,Low,0
CUST00663,Katie,Anderson,1960-05-13,F,2023-04-28,Mastercard,Low,1
CUST00664,Nicholas,Martin,1992-12-22,F,2020-09-25,Mastercard,Mid,1
CUST00665,Marie,Wise,1973-04-22,M,2019-02-28,Mastercard,High,0
CUST00666,Lisa,Martin,1982-06-10,NB,2022-01-28,Mastercard,Mid,1
CUST00667,Samuel,Jenkins,1997-01-09,F,2021-12-08,Visa,High,1
CUST00668,Erica,Young,1966-01-13,M,2021-06-23,Mastercard,Low,1
CUST00669,Sean,Mitchell,1970-03-25,F,2020-12-05,Mastercard,Mid,1
CUST00670,Kaitlyn,Cole,1984-11-17,F,2019-01-19,Debit,Mid,1
CUST00671,Amanda,Collins,1974-12-02,M,2021-04-23,Cash,Low,1
